	it's a wonderful product and my wife and i both like it very much.	1
	now we are considering getting an even bigger one in the coming holiday season.	1
	"five stars in my eyes, no doubt.           		"	1
	do not buy this tv!!.	1
	after having the television for 6 months, it has died on me!	1
	it started with a funky hot pink and green 'static' along with a loud noise that can only be described as speaker feedback and it has now died.	1
	i cannot even get it to turn on when i press the power button, but if i leave it plugged in it just turns on randomly, sometimes with a picture, sometimes not, but it always ends up going to a weird color and making that noise.	1
	luckily, i am still covered by the manufacturer warranty and have a technician coming out tomorrow to fix it, but what happens if it dies again and i'm not covered?	1
	how can i trust that it won't happen again?	1
	when you buy an expensive television such as this, you want to at least be able to trust it will be working for at least 3-5 years!	1
	i don't think that's too much to ask!	1
	so please, save yourself some misery and go another route.	1
	"this is not the tv for you!           		"	1
	samsung 40in 1080p lcd.	1
	the seller shipped this item quickly.	1
	when i set it up in my bedroom i was amazed by the picture.	1
	the  p-i-p worked, wished there was a way to get sound or switch between main image and p-i-p.  i'd suggested setting up with external speakers if in a living room.	1
	"over all i'm very happy with this purchase.           		"	1
	best $800 flat panel lcd i could find.	1
	my goal when my old faithful tv finally gave up the ghost was to buy the best $800 tv i could find.	1
	i purchased this samsung on april 7, 2009 for $849 and i am happy to say i think i succeeded.	1
	i was lucky that cr magazine just featured flat panel tvs in the march issue and this set ranked third in its class (first was the 42 inch version of the same tv).	1
	it's sleek and beautiful.	1
	for me, the picture is great.	1
	i don't have any hd, but this set's standard definition picture quality makes me believe that hd would be awesome.	1
	audiophiles may not like the sound quality of the speakers, but most of them will channel their sets through surround sound systems anyway.	1
	"i think this tv is an excellent value and would not hesitate to recommend it to anyone.           		"	1
	dissatified with shipping rules for electronics.	1
	about a month ago i order a dvd player form this company .	1
	it was delivered to my home address since they can not deliver to p.o.	1
	box's .	1
	when the dvd player arrived i was not at home the ups people left me a note to pick it up within 5 days or return back to sender.	1
	i called ups(united postal service) the same day i received the notice and they said that my dvd player was still  on the truck coming back that same day.	1
	i said ,fine will be in to pick up the very next day.	1
	i went in the very next day the ups people advised me that this company does not have a will call policy meaning do not hold any items return to sender.	1
	i immediately called the electronics company, i was advised by their customer service dept.	1
	that they have this policy for security reason due to electronics being shipped out.	1
	to make a long story short it took me three weeks and the help of amazon gurantee return policy(they intervined and contacted the company after i did) to get the refund with the shipping charged included.	1
	"i will continue to use amazon they are so professional and courteous but this compay is for the birds and i would never use them again and they need to be red flagged.           		"	1
	excellent!!!.	1
	i am very glad i purchased this tv.	1
	it been over 6 months and no problems so far.	1
	picture is great.	1
	"i love it!           		"	1
	nice tv but crappy internalspeakers.	1
	i only gave this a 4 star because of the internal speakers.	1
	the are not crisp and deep sounding.	1
	they sound kind of dull during sound effects on movies and video games.	1
	"i use my home theater system more than i thought.           		"	1
	review from college student just starting work.	1
	i am a recent college graduate starting work this fall.	1
	i wanted a good quality lcd tv that would last me for the next decade or so, without breaking my little piggy bank.	1
	price paid: $820 + tax from amazon                      duration i've had tv: 2 months                      pros:                      *swivel on tv has a very generous range, which is great for me since i have it in my bedroom and can watch tv from my bed, desk chair, or futon by simply rotating the tv.	1
	*picture quality: i cannot ask for more from the picture quality.	1
	in particular, the color and contrast are amazing and stunning.	1
	*tweaking ability: for those of you who really want to have the most accurate picture quality, this samsung model lets you tweak everything you need to professional calibrate it.	1
	you can google for calibration settings for this model from professionals and then set your tv to these settings and know you have a calibrated tv.	1
	you can also use any thx dvd movie you have and goto extra features for the thx calibration on video and sound (e.g.	1
	monsters inc dvd, cars dvd, pirate of carribean dvd).	1
	*channel surfing speed: some lcd tvs take forever to change the channel, not with this model.	1
	it is swift.	1
	not as fast on my sony lcd, but fast enough such that you can switch channels without being frustrated at all.	1
	*remote: samsung has the best remote i have ever seen on a tv.	1
	the keys are large and spaced out and intuitive.	1
	also, there is a button on the top that you can press that turns on the light for the keys, which is great!	1
	backlit keys for night time movie watching is amazing!	1
	*wiselink: you can plug into its usb port a camera/jump drive, etc.	1
	and it will play a slide show of your pictures and music.	1
	pictures look stunning!	1
	a little slow sometimes to read large picture files off plugged in camera, but def bearable.	1
	cons:                      *standard definition channels look like crap on this tv.	1
	i have a 6 year old sony rear projection tv downstairs that processed standard def so much better than this tv.	1
	this tv makes standard def.	1
	shows look like cell phone clips (quality wise).	1
	this would be my biggest gripe on this tv: standard def.	1
	sucks so badly.	1
	* pip does not support 2 tv channels (i dont know anybody who would use pip the way it's setup on this tv; you can only do pip with another source like pc input with tv.	1
	awkward).	1
	* speakers are decent but don't get nearly loud enough for parties or anything beyond personal movie watching.	1
	def.	1
	invest in a soundbar or some simple home theater system if you take sound seriously.	1
	* turning the tv on is a little slower than i would like.	1
	it needs about 3-5 seconds to fully turn on, and sometimes i'm not sure if i've activated it or not.	1
	* remote must be pointed pretty darn straight at the ir port in order for it to process the signal.	1
	not too annoying but wish they had a more liberal ir range.	1
	* usb wiselink works great for pictures but this model does not support movies thru its usb port!	1
	need to buy their step-up model to get the movie support on wiselink.	1
	i tried to do a firmware update, but there isn't a hack for updating the wiselink to the movie version.	1
	"may need to buy a wd tv or something to get that movie experience.           		"	1
	samsung ln40a550.	1
	overall, i am happy with the product.	1
	i don't use this as my main tv so i don't have hd programming on it.	1
	still, the picture is quite good.	1
	the exterior of the set is well designed.	1
	my only complaint is a thin white light below the screen that goes on when the set is turned on (it makes an annoying chime too).	1
	there is not need for the light or the chime so i don't understand why the manufacture decided to add it.	1
	however, this is very minor and should not deter anyone from buying the set.	1
	"in sum, i find the tv to be an excellent one for the price.           		"	1
	better hope it works!.	1
	i had this tv for less than 6 months when it died.	1
	the problems seemed to start when i got verizon fios and the techs connected the fios set-top box to the samsung with an hdmi cable.	1
	turns out that samsung has moved ahead with the their hdmi input standard, while motorola (who makes most set-top boxes) has not.	1
	both samsung and verizon recommend only using component cables to connect such boxes (which is a whole other problem).	1
	anyway, the set stopped functioning and the repair techs said they need to replace the microprocessors.	1
	they tell me that samsung is notorious for poor warranty support and resist placing broken sets.	1
	parts can take weeks to months to receive.	1
	the repair folks do government contracts in this area and told me that even the pentagon waits months for their samsung repairs.	1
	they advised buying sharp the next time.	1
	samsung 'field reps' called to troubleshoot, but when i called the company to talk to them (1-800-samsung) no one there knew anything about 'field reps.'  try it yourself.	1
	"you'll be amazed.           		"	1
	good for us.	1
	not a great review but for somebody who can't understand all the terms of latest tv technology but just have to upgrade to a flat screen.checked out a similar configuration tv from sony but it was way too expensive.i am reviewing this after 6 months of purchase.i have been busy admiring the flat screen.	1
	coming to tv, it is excellent for us.it has 3 hdmi outputs and oh yes, you can connect your 1st gen xbox to this.no extra cables needed.just connect the xbox and tv with existing cables.but for connecting anything else, you need to order hdmi cables.order them from amazon as they are very expensive in the stores.	1
	no problems reported so far.	1
	sound can be a bit better.	1
	the remote is bit big for my hands but i guess i can live with it.the picture quality is good.it doesn't have the 120hz feature but unless you watch sports everyday hour of the day, i don't think that matters.even with ports, there is a sports mode which can used but in normal mode, you can notice the pixels since it lacks the 120 hz feature.the menu can be a bit tiresome.i can't remember which function is in which part of the menu.i have to keep checking each and every option till i find the required setting.	1
	on the whole, its good tv for the price for anyone who doesn't spend a lot of time infront of it.	1
	"the shipping from ceva was good.white glove service.           		"	1
	great tv, but it makes noise..           we've had the tv for several months now and it is wonderful.	1
	very clear pictures, especially in hd.	1
	the only minor complaint is that there is a relatively long delay between pushing the power 'on' button and the tv actually turning on (1-2 seconds), and when it does, it has a loud chime.	1
	this wouldn't be annoying except that we have an infant in the house who is often sleeping in the same room as the tv, and the chime is loud enough to disturb her from sleep.	1
	it also chimes when you turn it off, though if you mute the tv, the chime is muted as well.	1
	wish that was an option when you turned it on.	1
	"otherwise, fantastic tv, great price, clear picture.           		"	1
	wow!.	1
	i would recommend this to anyone.	1
	it has a great quality picture.	1
	"well worth the money spent.           		"	1
	6ave may ship you the 'b' model..           i ordered the ln40a550 from this page, and i actually received the ln40b550 from 6ave.	1
	this is indeed a 'newer model', but the b-type does not have picture-in-picture, and it has the subtle red 'touch of color' while the a-type does not.	1
	i can't believe they did this!	1
	here's their response:                      'thanks for your e-mail.	1
	we sincerely apologize but we sent you the upgraded model for the one you ordered.	1
	if you do not want the new model, please call us at 877-... for the ra number and the instructions for the return.	1
	thanks.'	1
	it's not enough of a bother for me to return the thing, but still: caveat emptor!	1
	"anyway, the tv is great, although it's not what i ordered!           		"	1
	great tv... but do not order from ''electronics expo' from nj.	1
	excellent tv.	1
	but watch who you are ordering from.	1
	i have a problem with the tv that came damage during shipment.	1
	i have called several time to resolve the issue with exchanging it.	1
	they told me to contact the 'manufacturer' to fix the problem.	1
	so, i called samsung and they had a tech to see the problem.	1
	when the tech saw the tv, he told me that samsung with not replace the lcd screen.	1
	he told me, it would 'cost' me $900 to replace it.	1
	i call the electronics expo again, and now they tell me that they have to contact the shipper.	1
	i waited and waited with no responds.	1
	i was so angry, i disputed with my credit card and gave them a bad feedback.	1
	i also had a similar problem with vann's but there are great.	1
	i love them.	1
	"watch out for 'electronics expo'.           		"	1
	very satisfied.	1
	i walked out of best buy with the ln40a550 for $720 brand new so that go me started on the right foot!	1
	i have had this tv for a week and absolutely love it.	1
	i have my macbook pro hooked up via dvi > hdmi and it looks stunning.	1
	i also purchased a sony dvd player (dvp-ns710h/b) and so far it has done a great job of upscaling dvds to the 1080p resolution over hdmi.	1
	also, regular cable tv doesn't look as bad as i thought it would after reading some of the reviews.	1
	while the native sound is unimpressive, i have a surround sound system hooked up to it.	1
	"overall, i am very pleased with this purchase and would definitely consider buying samsung again.           		"	1
	pip feature.	1
	i ordered the product hoping the pip feature would be the same as what i'm used to but it is not.	1
	it's useless for the application i'd hoped for.	1
	"i'm still trying to figure out if i can use it at all.           		"	1
	unbeivable picture quality for the price.	1
	this is the most beautiful picture quality i have ever seen.	1
	i knew samsung was the best, but the price was so worth it.	1
	"i would recommend this tv to anyone looking for a fabulous hd tv at a great price.           		"	1
	broken tv took 3 weeks to fix.	1
	samsung sent me a tv that worked for the first 3 days and then broke all on its own.	1
	when i asked for the repair, it took 3 weeks before they could repair it because they have to try different parts and then order the next part and reschedule after each time they try.	1
	all in all it's fixed now, but when i called customer service to let them know how ridiculous it was the lady was rude and trying to brush me off.	1
	"i most likely will not be purchasing a samsung tv next time.           		"	1
	samsung ln40a550.	1
	a couple of nonclaimers i want to put out there.	1
	i have yet to calibrate the tv and comcast compression sucks.	1
	hd 1080p so far on cable is pretty non-existent so for a full appreciation of the product you will have to connect a console or a pc...i'm not sure if 1080p is supported via dishnetwork or dishtv.	1
	the tv itself looks great, blacks are black and colors are vibrant.	1
	i would make the purchase again.	1
	this isn't 120hz just to put it out there for you folks not in the know and as much as it may seem that is thing to get, i'm pretty comfortable with my purchase.	1
	"plus its cheaper....           		"	1
	good tv for the money.	1
	bought this with samsung bluray player.	1
	great deal from amazon with free shipping.	1
	picture quality is very good,i'm not even sure i miss the 120 mhz refresh.	1
	this is my first lcd tv.	1
	"i agree with others that the remote can be finicky and it is a dust magnet.           		"	1
	great tv.	1
	very pleased - my husband loves the big screen and beautiful picture for all sports!	1
	"1080p definitely worth it.           		"	1
	incredible color ... superior price ... perfect!.	1
	i purchased a samsung lcd hdtv on the recommendation of several prople in the television business.	1
	i was not disappointed.	1
	what amazing color!	1
	i was, however, concerned about buying from amazon, thinking that i could get any necessary service and, if necessary, set-up from a local vendor.	1
	amazon, however, offered the best price (by a mile!)	1
	and delivered and set-up the set for me without any extra charge!	1
	the set-up, by the way, was easy .... simply involving positioning the set, attaching the cable, putting the provided batteries in the remote and power up!	1
	the picture is fantastic ... the black is crystal black ... the colors astounding.	1
	if i have any reservation, it is the sound.	1
	not particularly good ... probably needs an ancillary set of speakers.	1
	"but for the price it is extraordinary.           		"	1
	simply amazing.	1
	went from a 19in tv to a 40in samsung and very satisfied.	1
	i had checked different tvs for quality, view-ability, price, reputation, etc, for 3 months and finally decided on this set for $799, the best price in april 2009.  even the tuner card [i use a roof antenna] was more powerful than the converter box i bought with the gov't coupon.	1
	very happy all around.	1
	"plus, when i registered at the samsung website, i was given a 3 month extension on the warranty for free.           		"	1
	middle of the road review.	1
	let me start this review by saying that with present technology the world is far from being prepared to administer high definition tv.	1
	with this in mind it makes it very difficult to give an accurate review of this samsung hd lcd tv.	1
	i have cable service with the digital option that provides the hd channels.	1
	i also have a dvd player that is an older model and does not support the progressive scan technology.	1
	when viewing a hd program that is broadcast in 1080p the picture is acceptable and superior to my old analog sony tv.	1
	i say that with some reservations because the sony was a really exceptional tv that provided 16 years of service.	1
	hopefully this new set will last as long.	1
	one of the things that i like about the flat screen tv is the weight.	1
	a 40 inch lcd is around 50 lbs.	1
	this opens up many options for placement of the tv almost anywhere in a room.	1
	hang it on a wall or set it on a table or cabinet.	1
	the picture quality when viewing an hd program is very good, but that is one of the problems.	1
	not all broadcasts on the hd channels are high def and the ones that are...well they come in many different formats.	1
	some are 16x9, some are 720p,  some are 1080p and the rest are some form of 4x3.	1
	i bought a 40 in tv to watch 40 inches of tv.	1
	this is not always the case.	1
	although this is not the fault of samsung it is frustrating.	1
	to compound this frustration samsung has included picture size options to compensate for the different formats.	1
	this is fine if you don't mind things being out of proportion.	1
	one note about the options for these new flat screen tv's.	1
	they do provide a lot of options and one can adjust his set to his or her own specifications.	1
	i have been an electronics technician for over 40 years and have been involved with maintaining cctv systems for the most of those 40 years.	1
	the point i'm trying to make is that most of this technology is not new to me, but i still have trouble setting up this new tv with all the options available.	1
	i wonder how many individuals actually have their tv setup properly or even know the difference whether or not it is set up right.	1
	to make my point my wife just asked me how to adjust the picture so you can see the writing on the bottom of the screen.	1
	this isn't the first time i've showed her how to make this adjustment.	1
	audio.	1
	well i'm not particularly impressed with the sound.	1
	if you go to some of the major retailers you will notice that they have all the volumes turned down and usually have an expensive sound system playing.	1
	if you think about it, the flat screen tv's are only a few inches in depth with a small space at the bottom or on the sides.	1
	this doesn't leave much room for quality speakers.	1
	so think about investing in a quality av sound system, 5.1 or better.	1
	sports and fast action is another area where lcd tv lacking.	1
	they don't respond fast enough to give a picture that isn't pixilated or blurred.	1
	even with a 5ms refresh rate the performance is poor at best when viewing fast action.	1
	i knew about this problem before my purchase but i thought that with 5ms refresh rate it would be minimal i was wrong.	1
	so where does this leave me in reviewing this samsung tv.	1
	i'm going to give it 3 stars.	1
	i'm basing this on poor sound quality,  difficulty in setting up the options on the tv and the poor fast action response.	1
	all flat screen tv's have these same inequities.	1
	"samsung is still the best as compared to the others.           		"	1
	awesome!.	1
	we love it!	1
	it is an instant setup with intuitive menu.	1
	the picture is extreamly crisp on digital stations but unbelievable on high definition.	1
	we receive signals from our rooftop antenna which does not yet have a rotor so only stations broadcasting digital from one direction about 40 miles away come in well.	1
	digital stations are all or nothing but the signal strength can be displayed.	1
	we expect that with a rotor to turn the antenna other stations will be just as good.	1
	before purchase, we did our homework and found this samsung t.v.	1
	was highly rated and we find that rating well deserved.	1
	"amazon's bottom line price was the best we could find.           		"	1
	samsung lcd is great!.	1
	we had researched lcd's for almost a year and went to some of the box stores to actually view the models we thought we might be interested in.	1
	the samsung ln40a550 ended up at the top of our list.	1
	we were able to get the best price through amazon (the prices do fluctuate, so it's worth the effort to be patient and check on the price over a period of time) amazon's delivery service is great!	1
	we received our tv within a few days.	1
	the delivery service calls to arrange a convienent time to deliver and set up your tv.	1
	it is unpackaged, inspected and plugged in to check the blue screen.	1
	we have been completely satisfied with the sound, color and quality of the set.	1
	there is a multitude of adjustments you can make to get exactly the picture and sound you want.	1
	we were especially impressed by the sound quality of the set.	1
	while we may add a surround sound system in the future, it really isn't necessary with the 550.  one note...we did not have hd when we purchased the set.	1
	we added the feature to our cable a few weeks later and i have to say the picture quality is better on the hd channels...no noticable pixeling, even at close range.	1
	"i would say our overall experience has been a very good one with both amazon and this tv!           		"	1
	great tv for your buck.	1
	tv looks awesome, i bought this to use w/ my xbox & what a difference it made.	1
	the sound is not the best ever but if you have a surround system, it won't matter.	1
	picture looks clean & you can even fine tune to your liking through the menu options.	1
	"very happy with it.           		"	1
	outstanding tv.	1
	this is an amazing tv.	1
	i have had it for about 9 months now and i have been loving every minute of it.	1
	i have all my video sources hooked to my onkyo tx-606 and then hooked to the tv via hdmi.	1
	blurays and ps3 graphics shine on this tv.	1
	this tv truly shows what hd is suppose to look like.	1
	the price is still the same as what i paid nearly 9 months ago.	1
	that makes me very happy with my purchase.	1
	":)           		"	1
	fast delivery.	1
	tv arrived in 3 days.	1
	easy to hook up to sattelite; great picture, looks good in tv cabinet.	1
	"no complaints.           		"	1
	great buy.	1
	"dollar for dollar this was more than i expected and would recommend to everyone looking for lcd tv.           		"	1
	great purchase.	1
	"very happy with the tv as well as the quick shipping.i would purchase this product again.           		"	1
	disappointed.	1
	went specifically for a samsung.	1
	i loved my 720p, so as far as i was concerned, nothing could compare.	1
	the 720p pic was awesome!	1
	that model was discontinued.	1
	this pic can't compare to the 720p.	1
	even w/ hd channels on cable, and digital cable box,and hdmi cables,the pic looks grainy, especially in dark scenes.	1
	on non hd channels, it's like watching an old 'tube' tv.	1
	on my 720p, the pic's were always sharp and crisp, and i didn't need to watch a hd station.	1
	to be blunt, the sound sucks.	1
	i have it on a stand and not wall mounted, so that may have something to do w/ the way the sound bounces off of something.	1
	i just want to watch tv, so i'm not interested in setting up surround sound, or extra speakers to correct it.	1
	i researched several samsung's for a couple of monthes, and after all the rave reviews just waited for the right price on this specific model.	1
	boy am i disappointed.	1
	i'd say you can't get a worse picture for an hdtv if you went for a cheaper, bargain brand.	1
	in this case, i didn't get what i paid for.	1
	i've been researching and watching prices for a 50' plasma and it was down to samsung and panasonic.	1
	"as far as i'm concerned, samsung is out of the running for my next tv purchase.           		"	1
	great tv.	1
	my other tv an akai=a bad tv, the samsung is great easy to set up the base is already attached.	1
	i do recommend using a sony dvd player i use the rdr-gx300 model, owned it for almost 3 years now and it works great with the samsung lcd tv as well.	1
	on the technical side if u use a cable or satelite box check with the respective company for the hd box and deffinately get and hd box that is hdmi capable.	1
	from the box to the tv it's the best.	1
	on the dvd player whatever make or model u have use an s_video cable to connect to the tv.	1
	"other than that enjoy your viewing...the picture is great good sound off the set too.           		"	1
	excellent product.	1
	unit was delivered on-time; setup by delivery company.	1
	ready to use out of the box with very little tweaking.	1
	extremely happy with the purchase.	1
	took about a week to adjust from a 27' to a 40' but now that we have, can't imagine watching anything else!	1
	"!           		"	1
	just what the doctor ordered.	1
	i checked out the samsung ln40a550 at both best buy and circuit city and really liked the picture it was delivering.	1
	i have a 50' samsung dlp and really love it.	1
	so going after another samsung was a no brainer.	1
	one just has to be patient (about 4 months)and keep checking the sites looking for that right price and amazon came through for me.	1
	it was delivered on time, the delivery personnel removed it from the box and set it up for us in our bedroom.	1
	the picture was great with regular cable hook up and if you go through the channel set up it via cable it will pick up hd programing for a lot of channels.	1
	gives it a weird channel number i.e.	1
	5-1 and that picture was great at 720p.	1
	once i installed the hd box awesome.	1
	for the geeks out there the set has plenty of options to improve the picture, sound etc.	1
	"highly recommend this set and my dealings with amazon have all been positive.           		"	1
	wow!!!.	1
	i've owned this set for a little over a month, i'm almost afraid to write the review because i haven't had the best luck with electronics and i don't want to jinx it, but it's honestly been one of the best purchases i've made.	1
	prior to purchasing, i did some research on the net, and samsung consistantly came up as one the best hdtv manufacturers and this model particularly ranked high.	1
	originally, i was looking at the 32' hdtv but the 40' went on sale a couple days later, it had all the right bells & whistles, and for the money i couldn't ask for better.	1
	the shipping was free and superfast (within days), the delivery men brought it up to the second floor, took it out of the box and set it down on the stand.	1
	the set up was quick and easy.	1
	the picture is just amazingly beautiful.	1
	after reading other reviews, the sound quality was of some concern but it sounds as good if not better than other tvs i had checked out.	1
	believe me i'm in no hurry to set up the surround sound system.	1
	i've gone to a few friend's homes and overall their higher end sets just don't compare.	1
	"you won't be disappointed.           		"	1
	beautiful tv until it stopped working.	1
	this is a beautiful and sleek tv with a great picture and lots of nice adjustment features.	1
	only problem was that it stopped turning on less than one month after i bought it.	1
	not what you would expect from a $1000 tv.	1
	"waiting for a replacement from amazon right now--i will give samsung one more try.           		"	1
	love it!.	1
	i bought this for my parents after their 12 year old 32' tv went out and they had to use a little 19' for a while.	1
	we were going to get another 32' but talking to my siblings and researching online and at stores we decided on a 40' so i started to look for the best price and i found at it here at amazon as usual.	1
	we were not looking at samsung's because they were on average $[...], but then i found this one for $[...] less and i am so happy with it.	1
	the sound and picture is great, the glare is minimal.	1
	the viewing angles are really great.	1
	i can't think of any negatives on this tv it is great quality for a great price i highly recommend it if you are not looking for the most updated technology.	1
	update                      i have had the tv awhile now and the only complaint is that unless you have surround sound on movies you have to crank the volume way up to like 40 other then that is is still great.	1
	"update                      if you turn the surround sound on the sound is much better on movies and tv shows in general, also if you change the color mode to normal and the mode of the tv to standard it is a much better picture and saves energy, it will automatically go from darker to brighter depending on the brightness of the room.           		"	1
	keeffy.	1
	great item!	1
	could have done with a hdmi cable inclusive in the package.	1
	"easy to install and very good clarity of picture/video.           		"	1
	samsung ln40a550 40-inch 1080p lcd hdtv.	1
	"great tv - perfect for our bedroom - outstanding picture - very happy with purchase, shipping, quick & careful delivery.           		"	1
	love my samsung lcd!.	1
	i did alot of research before i settled on the samsung, including playing around with my friends' lcds (aquos).	1
	i loved the sharp aquos too but the samung just had a bit of extra appeal... and it sold for a bit less than the aquos.	1
	it also looks better and the swivel stand is, i think, beter.	1
	amazon's delivery was excellent, the delivery man took the tv out of the box, inspected it, and set it up for me.	1
	the color presets work great for me and i haven't had to do much in the way of adjustment.	1
	i am starting to play with the settings a bit more now, and explore the features, and so far, so good, though the one silly thing is, i cannot figure out what the back panel thing is for, and the plug is too short!	1
	"but my wii is happy....           		"	1
	samsung 40 in lcd tv.	1
	have thus far been very pleased with the samsung 40 in lcd tv.	1
	my sony 42 in projection tv went black after five years and the cost of repairs to replace a thing called a 'white engine' exceded the total cost of the of the new samsung.	1
	delivery was speedy and setup was easy requiring an additional cable (purchased at radio shack).	1
	"my sattelite plan does not include high definition but those shows broadcast in hd and converted to digital have almost the same quality on my new samsung saving me a considerable sum on my monthly bill.           		"	1
	not impressed.	1
	i've had the tv for a month now, and i can honestly say that i'm not impressed with it.	1
	part of the problem is that my tv has one of the known samsung defects - it switches itself on and off without my input.	1
	that problem is actually getting worse in that it keeps doing it repeatedly (off on off on...) until i unplug it.	1
	sometimes i can watch for as much as 30 minutes before it starts this behavior, but i know it's coming.	1
	oh, and when it starts doing it, none of the buttons on the remote control work and none of the buttons on the tv work.	1
	the only option is to unplug the tv.	1
	but that's not the only reason for my 1-star review (it's part of it).	1
	i know electronics can be a hit or miss proposition, and all manufacturers will produce a defective unit now and then.	1
	i get that.	1
	amazon will take the tv back because i called within 30 days, but i have to give samsung the chance to fix it first.	1
	they don't seem to be in a big rush in getting a repair person to my house, although that could be the fault of the local repair shop.	1
	in any case, i wait...                      beyond the defective unit i received, the tv itself is nothing special.	1
	if it's your first hdtv, you'll likely be blown away by the improvement.	1
	if you already own another hdtv, you may be underwhelmed.	1
	let's face it, the picture is supposed to be awesome and most hdtvs will deliver that much.	1
	what i don't like about the tv is how it's made.	1
	the casing is incredibly cheap plastic that actually looks nice, but it reflects every bit of ambient light in the room (shiny black - good luck getting finger prints off of it).	1
	what good is a perfect picture when you can vividly see windows and lamps in the frame around the picture?	1
	the tv is also flimsy!	1
	you can actually affect the picture by putting light pressure on the casing with your finger, as i discovered while adjusting the tv on the wall mount.	1
	lightly touching it in the wrong way will cause a flicker.	1
	i have a panasonic plasma that is built like a tank compared to this model.	1
	the tv's sound is also pretty bad, but that's been mentioned in several reviews so it should come as no surprise.	1
